Reflect_Week,State,UCFE,UCX,EUC_1990,TEUC,EUC_08_Tier_I,EUC_08_Tier_II,EUC_08_Tier_III,EUC_08_Tier_IV,EUC08_Total,EB,State_AB,STC,PUA,PEUC,Total,Unemployment_Rate
01/19/13,3664585.00 ,22237.00 ,39700.00 ,,,734665.00 ,691975.00 ,282231.00 ,117227.00 ,1826098.00 ,880.00 ,5378.00 ,23454.00 ,,,5582332.00 ,
01/26/13,3729112.00 ,23420.00 ,40562.00 ,,,827068.00 ,794350.00 ,305098.00 ,154859.00 ,2081375.00 ,864.00 ,5846.00 ,30215.00 ,,,5911394.00 ,
2002/2/13,3653508.00 ,22199.00 ,39514.00 ,,,733278.00 ,710126.00 ,265623.00 ,110029.00 ,1819056.00 ,657.00 ,5868.00 ,34144.00 ,,,5574946.00 ,
2002/9/13,3655233.00 ,22628.00 ,39374.00 ,,,814054.00 ,777385.00 ,285863.00 ,128689.00 ,2005991.00 ,645.00 ,5723.00 ,29337.00 ,,,5758931.00 ,
02/16/13,3524951.00 ,20824.00 ,38404.00 ,,,737306.00 ,684680.00 ,258157.00 ,100483.00 ,1780626.00 ,559.00 ,6003.00 ,25320.00 ,,,5396687.00 ,
02/23/13,3598242.00 ,21475.00 ,39215.00 ,,,799671.00 ,743011.00 ,262626.00 ,111850.00 ,1917158.00 ,551.00 ,8064.00 ,29994.00 ,,,5614699.00 ,
2003/2/13,3487888.00 ,20613.00 ,38219.00 ,,,739528.00 ,686606.00 ,253091.00 ,101618.00 ,1780843.00 ,561.00 ,4807.00 ,29556.00 ,,,5362487.00 ,
2003/9/13,3445410.00 ,20205.00 ,38257.00 ,,,783598.00 ,755465.00 ,260786.00 ,106475.00 ,1906324.00 ,567.00 ,5958.00 ,30666.00 ,,,5447387.00 ,
03/16/13,3386850.00 ,20079.00 ,38573.00 ,,,755341.00 ,679092.00 ,260251.00 ,104941.00 ,1799625.00 ,579.00 ,5759.00 ,28386.00 ,,,5279851.00 ,
03/23/13,3335737.00 ,19680.00 ,38006.00 ,,,780260.00 ,690677.00 ,259298.00 ,107319.00 ,1837554.00 ,437.00 ,5780.00 ,33588.00 ,,,5270782.00 ,
03/30/13,3281077.00 ,18711.00 ,37456.00 ,,,760339.00 ,646673.00 ,273199.00 ,102344.00 ,1782555.00 ,465.00 ,5677.00 ,20558.00 ,,,5146499.00 ,
2004/6/13,3188702.00 ,18613.00 ,37247.00 ,,,769102.00 ,650817.00 ,270011.00 ,100386.00 ,1790316.00 ,338.00 ,5596.00 ,25096.00 ,,,5065908.00 ,
04/13/13,3089710.00 ,18093.00 ,37054.00 ,,,757751.00 ,621151.00 ,293555.00 ,105280.00 ,1777737.00 ,326.00 ,7357.00 ,26197.00 ,,,4956474.00 ,
04/20/13,3014586.00 ,18584.00 ,36649.00 ,,,761703.00 ,613036.00 ,287205.00 ,101233.00 ,1763177.00 ,391.00 ,5786.00 ,27631.00 ,,,4866804.00 ,
04/27/13,2956546.00 ,18391.00 ,36895.00 ,,,753459.00 ,603278.00 ,312459.00 ,122905.00 ,1792101.00 ,510.00 ,5900.00 ,25490.00 ,,,4835833.00 ,
2005/4/13,2877511.00 ,18246.00 ,36050.00 ,,,757604.00 ,596529.00 ,307266.00 ,115287.00 ,1776686.00 ,406.00 ,5884.00 ,23300.00 ,,,4738083.00 ,
2005/11/13,2763797.00 ,17197.00 ,35258.00 ,,,722100.00 ,574755.00 ,306931.00 ,122873.00 ,1726659.00 ,471.00 ,5858.00 ,21949.00 ,,,4571189.00 ,
05/18/13,2792714.00 ,17739.00 ,35829.00 ,,,738119.00 ,587728.00 ,318949.00 ,115797.00 ,1760593.00 ,391.00 ,5458.00 ,25213.00 ,,,4637937.00 ,
05/25/13,2729827.00 ,16286.00 ,34430.00 ,,,709052.00 ,568157.00 ,300684.00 ,125565.00 ,1703458.00 ,387.00 ,4713.00 ,18841.00 ,,,4507942.00 ,
2006/1/13,2765307.00 ,16994.00 ,33990.00 ,,,711491.00 ,574441.00 ,285788.00 ,112242.00 ,1683962.00 ,329.00 ,4761.00 ,20729.00 ,,,4526072.00 ,
2006/8/13,2768106.00 ,16834.00 ,34527.00 ,,,714524.00 ,575024.00 ,278749.00 ,138812.00 ,1707109.00 ,388.00 ,4621.00 ,17878.00 ,,,4549463.00 ,
06/15/13,2792262.00 ,17140.00 ,34173.00 ,,,704896.00 ,573288.00 ,264557.00 ,125123.00 ,1667864.00 ,332.00 ,4640.00 ,34605.00 ,,,4551016.00 ,
06/22/13,2770984.00 ,16741.00 ,33648.00 ,,,703548.00 ,563502.00 ,250297.00 ,143536.00 ,1660883.00 ,466.00 ,4362.00 ,27333.00 ,,,4514417.00 ,
06/29/13,2802027.00 ,17678.00 ,33055.00 ,,,689103.00 ,563898.00 ,249840.00 ,133890.00 ,1636731.00 ,434.00 ,4174.00 ,22156.00 ,,,4516255.00 ,
2007/6/13,3140956.00 ,19657.00 ,36472.00 ,,,687064.00 ,556939.00 ,235378.00 ,134804.00 ,1614185.00 ,3608.00 ,4261.00 ,23514.00 ,,,4842653.00 ,
07/13/13,3041555.00 ,19923.00 ,34946.00 ,,,661013.00 ,541726.00 ,226816.00 ,134962.00 ,1564517.00 ,808.00 ,4017.00 ,22863.00 ,,,4688629.00 ,
07/20/13,2914883.00 ,20511.00 ,34237.00 ,,,645960.00 ,527931.00 ,210275.00 ,132109.00 ,1516275.00 ,220.00 ,4112.00 ,24144.00 ,,,4514382.00 ,
07/27/13,2947880.00 ,21743.00 ,34343.00 ,,,662387.00 ,539803.00 ,221562.00 ,129158.00 ,1552910.00 ,314.00 ,4148.00 ,18494.00 ,,,4579832.00 ,
2008/3/13,2845385.00 ,21102.00 ,33088.00 ,,,651392.00 ,519006.00 ,209441.00 ,121229.00 ,1501068.00 ,328.00 ,4077.00 ,26556.00 ,,,4431604.00 ,
2008/10/13,2867011.00 ,21001.00 ,33648.00 ,,,651505.00 ,525008.00 ,219604.00 ,115502.00 ,1511619.00 ,308.00 ,4005.00 ,23238.00 ,,,4460830.00 ,
08/17/13,2814920.00 ,20753.00 ,33629.00 ,,,653830.00 ,516913.00 ,212906.00 ,111093.00 ,1494742.00 ,242.00 ,3923.00 ,20549.00 ,,,4388758.00 ,
08/24/13,2730005.00 ,19872.00 ,33154.00 ,,,639322.00 ,507311.00 ,211058.00 ,97133.00 ,1454824.00 ,271.00 ,3780.00 ,23823.00 ,,,4265729.00 ,
08/31/13,2508117.00 ,18581.00 ,31179.00 ,,,616195.00 ,472056.00 ,172204.00 ,55508.00 ,1315963.00 ,290.00 ,3823.00 ,13940.00 ,,,3891893.00 ,
2009/7/13,2494374.00 ,18915.00 ,31207.00 ,,,616958.00 ,483074.00 ,187236.00 ,61258.00 ,1348526.00 ,297.00 ,4142.00 ,17222.00 ,,,3914683.00 ,
09/14/13,2450837.00 ,19928.00 ,31585.00 ,,,625675.00 ,503500.00 ,231140.00 ,109712.00 ,1470027.00 ,253.00 ,4551.00 ,18482.00 ,,,3995663.00 ,
09/21/13,2508017.00 ,19905.00 ,31626.00 ,,,631078.00 ,504978.00 ,209666.00 ,79762.00 ,1425484.00 ,262.00 ,4880.00 ,20413.00 ,,,4010587.00 ,
09/28/13,2471001.00 ,19573.00 ,34922.00 ,,,630514.00 ,491980.00 ,195446.00 ,61178.00 ,1379118.00 ,204.00 ,5053.00 ,19755.00 ,,,3929626.00 ,
2010/5/13,2431807.00 ,44781.00 ,31130.00 ,,,612711.00 ,473600.00 ,183661.00 ,54995.00 ,1324967.00 ,174.00 ,4531.00 ,18320.00 ,,,3855710.00 ,
2010/12/13,2460054.00 ,77716.00 ,32277.00 ,,,613680.00 ,453899.00 ,189966.00 ,48392.00 ,1305937.00 ,256.00 ,3394.00 ,19971.00 ,,,3899605.00 ,
10/19/13,2520189.00 ,28021.00 ,32100.00 ,,,632257.00 ,477756.00 ,218190.00 ,48443.00 ,1376646.00 ,400.00 ,4720.00 ,19621.00 ,,,3981697.00 ,
10/26/13,2506744.00 ,21895.00 ,32357.00 ,,,610743.00 ,468452.00 ,213685.00 ,40829.00 ,1333709.00 ,209.00 ,5080.00 ,19379.00 ,,,3919373.00 ,
2011/2/13,2504379.00 ,19986.00 ,30898.00 ,,,595215.00 ,457689.00 ,209559.00 ,39099.00 ,1301562.00 ,158.00 ,4597.00 ,20803.00 ,,,3882383.00 ,
2011/9/13,2550615.00 ,19380.00 ,31474.00 ,,,598294.00 ,454802.00 ,215449.00 ,36354.00 ,1304899.00 ,211.00 ,4607.00 ,19529.00 ,,,3930715.00 ,
11/16/13,2683542.00 ,20627.00 ,32182.00 ,,,611332.00 ,470079.00 ,230911.00 ,38282.00 ,1350604.00 ,227.00 ,4703.00 ,20922.00 ,,,4112807.00 ,
11/23/13,2501910.00 ,18392.00 ,29102.00 ,,,566519.00 ,434208.00 ,214380.00 ,33825.00 ,1248932.00 ,180.00 ,4321.00 ,18110.00 ,,,3820947.00 ,
11/30/13,2963733.00 ,22560.00 ,32851.00 ,,,626159.00 ,479175.00 ,231078.00 ,37619.00 ,1374031.00 ,197.00 ,4565.00 ,25087.00 ,,,4423024.00 ,
2012/7/13,2874068.00 ,21055.00 ,31336.00 ,,,605804.00 ,463982.00 ,227251.00 ,36295.00 ,1333332.00 ,194.00 ,5566.00 ,23078.00 ,,,4288629.00 ,
12/14/13,2997811.00 ,22861.00 ,31824.00 ,,,633103.00 ,493588.00 ,227668.00 ,36938.00 ,1391297.00 ,187.00 ,4406.00 ,21712.00 ,,,4470098.00 ,
12/21/13,2850954.00 ,20755.00 ,28458.00 ,,,587243.00 ,458467.00 ,202918.00 ,38409.00 ,1287037.00 ,305.00 ,3662.00 ,13956.00 ,,,4205127.00 ,
12/28/13,3293996.00 ,22914.00 ,30506.00 ,,,624060.00 ,487238.00 ,204798.00 ,34567.00 ,1350663.00 ,158.00 ,3812.00 ,15658.00 ,,,4717707.00 ,
2001/4/14,3604530.00 ,23275.00 ,31049.00 ,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,113.00 ,5615.00 ,23703.00 ,,,3688285.00 ,
2001/11/14,3482247.00 ,23808.00 ,31949.00 ,,,,,,,,71.00 ,6947.00 ,20150.00 ,,,3565172.00 ,
01/18/14,3368996.00 ,21884.00 ,29950.00 ,,,,,,,,63.00 ,7270.00 ,15291.00 ,,,3443454.00 ,
01/25/14,3417726.00 ,23125.00 ,30723.00 ,,,,,,,,57.00 ,8427.00 ,17050.00 ,,,3497108.00 ,
2002/1/14,3434645.00 ,21658.00 ,29724.00 ,,,,,,,,79.00 ,9188.00 ,17176.00 ,,,3512470.00 ,
2002/8/14,3405680.00 ,22313.00 ,29570.00 ,,,,,,,,98.00 ,9478.00 ,18910.00 ,,,3486049.00 ,
02/15/14,3362308.00 ,20414.00 ,28905.00 ,,,,,,,,29.00 ,9547.00 ,17375.00 ,,,3438578.00 ,
02/22/14,3370468.00 ,20812.00 ,29475.00 ,,,,,,,,104.00 ,10672.00 ,19226.00 ,,,3450757.00 ,
2003/1/14,3272175.00 ,19115.00 ,27878.00 ,,,,,,,,33.00 ,10081.00 ,20746.00 ,,,3350028.00 ,
2003/8/14,3227182.00 ,19359.00 ,28354.00 ,,,,,,,,62.00 ,10518.00 ,21396.00 ,,,3306871.00 ,
03/15/14,3127041.00 ,18244.00 ,27298.00 ,,,,,,,,34.00 ,10297.00 ,18590.00 ,,,3201504.00 ,
03/22/14,3084534.00 ,18171.00 ,27977.00 ,,,,,,,,47.00 ,10520.00 ,22114.00 ,,,3163363.00 ,
03/29/14,2937320.00 ,16583.00 ,26384.00 ,,,,,,,,105.00 ,9866.00 ,17174.00 ,,,3007432.00 ,
2004/5/14,2846895.00 ,16020.00 ,26067.00 ,,,,,,,,258.00 ,10548.00 ,22407.00 ,,,2922195.00 ,
2004/12/14,2752219.00 ,15115.00 ,26058.00 ,,,,,,,,140.00 ,9921.00 ,18887.00 ,,,2822340.00 ,
04/19/14,2760430.00 ,14687.00 ,26004.00 ,,,,,,,,94.00 ,10311.00 ,21167.00 ,,,2832693.00 ,
04/26/14,2636352.00 ,14023.00 ,25296.00 ,,,,,,,,60.00 ,9870.00 ,19418.00 ,,,2705019.00 ,
2005/3/14,2553457.00 ,13759.00 ,25126.00 ,,,,,,,,59.00 ,9711.00 ,18438.00 ,,,2620550.00 ,
2005/10/14,2489912.00 ,12491.00 ,25128.00 ,,,,,,,,61.00 ,9563.00 ,16426.00 ,,,2553581.00 ,
05/17/14,2449765.00 ,12306.00 ,24704.00 ,,,,,,,,102.00 ,9306.00 ,17195.00 ,,,2513378.00 ,
05/24/14,2390008.00 ,11371.00 ,23719.00 ,,,,,,,,132.00 ,8292.00 ,13816.00 ,,,2447338.00 ,
05/31/14,2420183.00 ,12105.00 ,24082.00 ,,,,,,,,181.00 ,8660.00 ,14254.00 ,,,2479465.00 ,
2006/7/14,2382824.00 ,11463.00 ,23511.00 ,,,,,,,,141.00 ,8193.00 ,15343.00 ,,,2441475.00 ,
06/14/14,2408508.00 ,11762.00 ,23783.00 ,,,,,,,,264.00 ,8012.00 ,16890.00 ,,,2469219.00 ,
06/21/14,2408522.00 ,11502.00 ,23573.00 ,,,,,,,,183.00 ,7668.00 ,15332.00 ,,,2466780.00 ,
06/28/14,2391794.00 ,11794.00 ,23096.00 ,,,,,,,,134.00 ,7052.00 ,13419.00 ,,,2447289.00 ,
2007/5/14,2553950.00 ,12884.00 ,23509.00 ,,,,,,,,339.00 ,5885.00 ,15304.00 ,,,2611871.00 ,
2007/12/14,2558986.00 ,14579.00 ,24086.00 ,,,,,,,,108.00 ,5713.00 ,14643.00 ,,,2618115.00 ,
07/19/14,2520675.00 ,14431.00 ,23864.00 ,,,,,,,,246.00 ,5394.00 ,11882.00 ,,,2576492.00 ,
07/26/14,2477345.00 ,15312.00 ,24452.00 ,,,,,,,,285.00 ,5322.00 ,13714.00 ,,,2536430.00 ,
2008/2/14,2457832.00 ,14643.00 ,23805.00 ,,,,,,,,280.00 ,5054.00 ,15851.00 ,,,2517465.00 ,
2008/9/14,2408598.00 ,15415.00 ,24530.00 ,,,,,,,,2.00 ,4923.00 ,13325.00 ,,,2466793.00 ,
08/16/14,2400097.00 ,14424.00 ,24600.00 ,,,,,,,,15.00 ,4723.00 ,13782.00 ,,,2457641.00 ,
08/23/14,2314948.00 ,15250.00 ,24440.00 ,,,,,,,,10.00 ,4754.00 ,14912.00 ,,,2374314.00 ,
08/30/14,2209253.00 ,14311.00 ,23682.00 ,,,,,,,,37.00 ,4381.00 ,12712.00 ,,,2264376.00 ,
2009/6/14,2163873.00 ,15748.00 ,24228.00 ,,,,,,,,6.00 ,5106.00 ,13700.00 ,,,2222661.00 ,
09/13/14,2111384.00 ,15993.00 ,24946.00 ,,,,,,,,7.00 ,5242.00 ,14506.00 ,,,2172078.00 ,
09/20/14,2065998.00 ,15926.00 ,24436.00 ,,,,,,,,3.00 ,5212.00 ,15299.00 ,,,2126874.00 ,
09/27/14,2027438.00 ,16005.00 ,24843.00 ,,,,,,,,5.00 ,5288.00 ,15012.00 ,,,2088591.00 ,
2010/4/14,2015648.00 ,15739.00 ,24255.00 ,,,,,,,,4.00 ,5765.00 ,12086.00 ,,,2073497.00 ,
2010/11/14,2003342.00 ,15667.00 ,25364.00 ,,,,,,,,11.00 ,5345.00 ,12086.00 ,,,2061815.00 ,
10/18/14,2077730.00 ,16471.00 ,25875.00 ,,,,,,,,13.00 ,5590.00 ,12906.00 ,,,2138585.00 ,
10/25/14,2041796.00 ,15684.00 ,25712.00 ,,,,,,,,20.00 ,5370.00 ,13349.00 ,,,2101931.00 ,
2011/1/14,2112743.00 ,16473.00 ,25819.00 ,,,,,,,,16.00 ,5469.00 ,14332.00 ,,,2174852.00 ,
2011/8/14,2064655.00 ,15580.00 ,25138.00 ,,,,,,,,5.00 ,5206.00 ,10121.00 ,,,2120705.00 ,
11/15/14,2190584.00 ,17047.00 ,25647.00 ,,,,,,,,3.00 ,5647.00 ,11520.00 ,,,2250448.00 ,
11/22/14,2099318.00 ,15662.00 ,23566.00 ,,,,,,,,4.00 ,5011.00 ,10095.00 ,,,2153656.00 ,
11/29/14,2512249.00 ,18616.00 ,26641.00 ,,,,,,,,5.00 ,5877.00 ,13918.00 ,,,2577306.00 ,
2012/6/14,2350816.00 ,16828.00 ,25122.00 ,,,,,,,,7.00 ,6940.00 ,13902.00 ,,,2413615.00 ,
12/13/14,2474688.00 ,18695.00 ,26027.00 ,,,,,,,,6.00 ,7177.00 ,14440.00 ,,,2541033.00 ,
12/20/14,2349433.00 ,16528.00 ,23522.00 ,,,,,,,,5.00 ,6104.00 ,11102.00 ,,,2406694.00 ,
12/27/14,2791882.00 ,18700.00 ,25081.00 ,,,,,,,,2.00 ,5780.00 ,11703.00 ,,,2853148.00 ,
2001/3/15,2985736.00 ,17698.00 ,24508.00 ,,,,,,,,8.00 ,6256.00 ,16663.00 ,,,3050869.00 ,
2001/10/15,2908185.00 ,18069.00 ,25646.00 ,,,,,,,,6.00 ,6424.00 ,13012.00 ,,,2971342.00 ,
01/17/15,2781715.00 ,16979.00 ,23952.00 ,,,,,,,,3.00 ,6077.00 ,11109.00 ,,,2839835.00 ,
01/24/15,2824330.00 ,17749.00 ,24761.00 ,,,,,,,,1.00 ,6863.00 ,12288.00 ,,,2885992.00 ,
01/31/15,2792099.00 ,17110.00 ,23627.00 ,,,,,,,,23.00 ,7395.00 ,14024.00 ,,,2854278.00 ,
2002/7/15,2806635.00 ,17177.00 ,23787.00 ,,,,,,,,7.00 ,7139.00 ,12002.00 ,,,2866747.00 ,
02/14/15,2749626.00 ,15908.00 ,22603.00 ,,,,,,,,6.00 ,7124.00 ,11553.00 ,,,2806820.00 ,
02/21/15,2832081.00 ,16587.00 ,23029.00 ,,,,,,,,5.00 ,7895.00 ,12044.00 ,,,2891641.00 ,
02/28/15,2800970.00 ,15398.00 ,22164.00 ,,,,,,,,6.00 ,7571.00 ,13036.00 ,,,2859145.00 ,
2003/7/15,2725709.00 ,15280.00 ,22243.00 ,,,,,,,,5.00 ,7748.00 ,13967.00 ,,,2784952.00 ,
03/14/15,2701131.00 ,14640.00 ,21906.00 ,,,,,,,,8.00 ,7783.00 ,14296.00 ,,,2759764.00 ,
03/21/15,2560448.00 ,14558.00 ,21873.00 ,,,,,,,,6.00 ,7884.00 ,13234.00 ,,,2618003.00 ,
03/28/15,2471946.00 ,13255.00 ,20634.00 ,,,,,,,,29.00 ,6987.00 ,14408.00 ,,,2527259.00 ,
2004/4/15,2378014.00 ,12974.00 ,20750.00 ,,,,,,,,4.00 ,8000.00 ,14466.00 ,,,2434208.00 ,
2004/11/15,2385946.00 ,12361.00 ,20567.00 ,,,,,,,,0.00 ,7819.00 ,13536.00 ,,,2440229.00 ,
04/18/15,2276387.00 ,12246.00 ,20638.00 ,,,,,,,,0.00 ,8213.00 ,16797.00 ,,,2334281.00 ,
04/25/15,2193566.00 ,11387.00 ,19481.00 ,,,,,,,,0.00 ,8052.00 ,22161.00 ,,,2254647.00 ,
2005/2/15,2132228.00 ,11409.00 ,19741.00 ,,,,,,,,0.00 ,7871.00 ,24460.00 ,,,2195709.00 ,
2005/9/15,2074988.00 ,10250.00 ,19118.00 ,,,,,,,,0.00 ,7907.00 ,15622.00 ,,,2127885.00 ,
05/16/15,2074596.00 ,10179.00 ,19411.00 ,,,,,,,,0.00 ,7852.00 ,15112.00 ,,,2127150.00 ,
05/23/15,2014582.00 ,9347.00 ,18195.00 ,,,,,,,,0.00 ,6717.00 ,13645.00 ,,,2062486.00 ,
05/30/15,2093208.00 ,9959.00 ,19203.00 ,,,,,,,,0.00 ,7072.00 ,12865.00 ,,,2142307.00 ,
2006/6/15,2051922.00 ,9608.00 ,17982.00 ,,,,,,,,0.00 ,7102.00 ,14778.00 ,,,2101392.00 ,
06/13/15,2098824.00 ,9817.00 ,18935.00 ,,,,,,,,2.00 ,7027.00 ,13209.00 ,,,2147814.00 ,
06/20/15,2102290.00 ,9732.00 ,17826.00 ,,,,,,,,0.00 ,6145.00 ,12307.00 ,,,2148300.00 ,
06/27/15,2133939.00 ,9509.00 ,18021.00 ,,,,,,,,0.00 ,6957.00 ,13444.00 ,,,2181870.00 ,
2007/4/15,2231436.00 ,10058.00 ,17780.00 ,,,,,,,,6.00 ,6423.00 ,14324.00 ,,,2280027.00 ,
2007/11/15,2250691.00 ,10297.00 ,18509.00 ,,,,,,,,0.00 ,6315.00 ,16036.00 ,,,2301848.00 ,
07/18/15,2253318.00 ,10320.00 ,18377.00 ,,,,,,,,0.00 ,6417.00 ,15919.00 ,,,2304351.00 ,
07/25/15,2209616.00 ,10777.00 ,18392.00 ,,,,,,,,0.00 ,6403.00 ,15229.00 ,,,2260417.00 ,
2008/1/15,2205407.00 ,10652.00 ,17962.00 ,,,,,,,,0.00 ,6183.00 ,14581.00 ,,,2254785.00 ,
2008/8/15,2156570.00 ,10554.00 ,18191.00 ,,,,,,,,0.00 ,6041.00 ,15797.00 ,,,2207153.00 ,
08/15/15,2158594.00 ,10453.00 ,18395.00 ,,,,,,,,0.00 ,6298.00 ,16463.00 ,,,2210203.00 ,
08/22/15,2103702.00 ,10267.00 ,18271.00 ,,,,,,,,0.00 ,6361.00 ,15028.00 ,,,2153629.00 ,
08/29/15,2057580.00 ,10673.00 ,17819.00 ,,,,,,,,0.00 ,6463.00 ,14370.00 ,,,2106905.00 ,
2009/5/15,1938838.00 ,11488.00 ,17437.00 ,,,,,,,,0.00 ,6243.00 ,14065.00 ,,,1988071.00 ,
2009/12/15,1934225.00 ,11063.00 ,17791.00 ,,,,,,,,0.00 ,7045.00 ,14951.00 ,,,1985075.00 ,
09/19/15,1872468.00 ,11525.00 ,17771.00 ,,,,,,,,0.00 ,6997.00 ,14974.00 ,,,1923735.00 ,
09/26/15,1866583.00 ,11112.00 ,17706.00 ,,,,,,,,0.00 ,7215.00 ,13924.00 ,,,1916540.00 ,
2010/3/15,1812236.00 ,11965.00 ,17026.00 ,,,,,,,,0.00 ,7050.00 ,13937.00 ,,,1862214.00 ,
2010/10/15,1822244.00 ,13069.00 ,14961.00 ,,,,,,,,0.00 ,6917.00 ,15966.00 ,,,1873157.00 ,
10/17/15,1855211.00 ,14433.00 ,17483.00 ,,,,,,,,0.00 ,7373.00 ,17769.00 ,,,1912269.00 ,
10/24/15,1868676.00 ,13966.00 ,17725.00 ,,,,,,,,0.00 ,7480.00 ,18949.00 ,,,1926796.00 ,
10/31/15,1895618.00 ,14536.00 ,17272.00 ,,,,,,,,0.00 ,7256.00 ,16184.00 ,,,1950866.00 ,
2011/7/15,1900036.00 ,13146.00 ,17037.00 ,,,,,,,,0.00 ,7215.00 ,17634.00 ,,,1955068.00 ,
11/14/15,1998802.00 ,14500.00 ,17608.00 ,,,,,,,,0.00 ,7443.00 ,20875.00 ,,,2059228.00 ,
11/21/15,1887382.00 ,12824.00 ,15834.00 ,,,,,,,,0.00 ,6130.00 ,12426.00 ,,,1934596.00 ,
11/28/15,2294316.00 ,16107.00 ,17875.00 ,,,,,,,,0.00 ,7867.00 ,17627.00 ,,,2353792.00 ,
2012/5/15,2201677.00 ,13746.00 ,16703.00 ,,,,,,,,0.00 ,7581.00 ,16501.00 ,,,2256208.00 ,
2012/12/15,2282827.00 ,14969.00 ,17337.00 ,,,,,,,,0.00 ,7440.00 ,13946.00 ,,,2336519.00 ,
12/19/15,2187630.00 ,12963.00 ,15603.00 ,,,,,,,,0.00 ,6853.00 ,12967.00 ,,,2236016.00 ,
12/26/15,2498691.00 ,15123.00 ,16454.00 ,,,,,,,,0.00 ,6353.00 ,12454.00 ,,,2549075.00 ,
2001/2/16,2798637.00 ,14246.00 ,16443.00 ,,,,,,,,1.00 ,7052.00 ,15489.00 ,,,2851868.00 ,
2001/9/16,2676430.00 ,15114.00 ,16776.00 ,,,,,,,,0.00 ,6806.00 ,14297.00 ,,,2729423.00 ,
01/16/16,2652428.00 ,14026.00 ,16203.00 ,,,,,,,,0.00 ,6922.00 ,13159.00 ,,,2702738.00 ,
01/23/16,2683949.00 ,15233.00 ,16304.00 ,,,,,,,,0.00 ,7285.00 ,16762.00 ,,,2739533.00 ,
01/30/16,2674976.00 ,13999.00 ,15808.00 ,,,,,,,,0.00 ,7409.00 ,17839.00 ,,,2730031.00 ,
2002/6/16,2652816.00 ,14534.00 ,15677.00 ,,,,,,,,0.00 ,7869.00 ,17029.00 ,,,2707925.00 ,
02/13/16,2607220.00 ,13127.00 ,15066.00 ,,,,,,,,0.00 ,6925.00 ,17075.00 ,,,2659413.00 ,
02/20/16,2665026.00 ,13755.00 ,15334.00 ,,,,,,,,0.00 ,8027.00 ,17710.00 ,,,2719852.00 ,
02/27/16,2595884.00 ,12653.00 ,14844.00 ,,,,,,,,0.00 ,7939.00 ,16373.00 ,,,2647693.00 ,
2003/5/16,2543319.00 ,12949.00 ,14616.00 ,,,,,,,,0.00 ,8091.00 ,16155.00 ,,,2595130.00 ,
2003/12/16,2486413.00 ,11691.00 ,14243.00 ,,,,,,,,0.00 ,8122.00 ,17607.00 ,,,2538076.00 ,
03/19/16,2404054.00 ,11775.00 ,14285.00 ,,,,,,,,0.00 ,8051.00 ,16820.00 ,,,2454985.00 ,
03/26/16,2370526.00 ,10823.00 ,14290.00 ,,,,,,,,0.00 ,8484.00 ,16264.00 ,,,2420387.00 ,
2004/2/16,2275028.00 ,10631.00 ,13664.00 ,,,,,,,,0.00 ,7597.00 ,18730.00 ,,,2325650.00 ,
2004/9/16,2206422.00 ,9489.00 ,13765.00 ,,,,,,,,0.00 ,8323.00 ,17924.00 ,,,2255923.00 ,
04/16/16,2149426.00 ,9659.00 ,13869.00 ,,,,,,,,0.00 ,8466.00 ,16955.00 ,,,2198375.00 ,
04/23/16,2089247.00 ,8628.00 ,13687.00 ,,,,,,,,0.00 ,8286.00 ,16664.00 ,,,2136512.00 ,
04/30/16,2075236.00 ,8566.00 ,13378.00 ,,,,,,,,0.00 ,8604.00 ,17092.00 ,,,2122876.00 ,
2005/7/16,2009530.00 ,7754.00 ,13556.00 ,,,,,,,,0.00 ,8043.00 ,17336.00 ,,,2056219.00 ,
05/14/16,2004299.00 ,7712.00 ,13526.00 ,,,,,,,,0.00 ,8239.00 ,16056.00 ,,,2049832.00 ,
05/21/16,1971174.00 ,7273.00 ,13549.00 ,,,,,,,,0.00 ,8171.00 ,15626.00 ,,,2015793.00 ,
05/28/16,1934572.00 ,7116.00 ,13115.00 ,,,,,,,,33.00 ,7187.00 ,15476.00 ,,,1977499.00 ,
2006/4/16,1977767.00 ,7262.00 ,12952.00 ,,,,,,,,0.00 ,7483.00 ,15649.00 ,,,2021113.00 ,
2006/11/16,1989355.00 ,7428.00 ,13080.00 ,,,,,,,,1.00 ,7431.00 ,15703.00 ,,,2032998.00 ,
06/18/16,2003788.00 ,7209.00 ,13205.00 ,,,,,,,,0.00 ,7109.00 ,16762.00 ,,,2048073.00 ,
06/25/16,2039262.00 ,7419.00 ,13350.00 ,,,,,,,,0.00 ,7002.00 ,16658.00 ,,,2083691.00 ,
2007/2/16,2032058.00 ,7003.00 ,12664.00 ,,,,,,,,0.00 ,6421.00 ,15513.00 ,,,2073659.00 ,
2007/9/16,2156349.00 ,7735.00 ,13386.00 ,,,,,,,,0.00 ,6819.00 ,15280.00 ,,,2199569.00 ,
07/16/16,2138594.00 ,7594.00 ,13235.00 ,,,,,,,,0.00 ,6499.00 ,16502.00 ,,,2182424.00 ,
07/23/16,2099630.00 ,8201.00 ,13690.00 ,,,,,,,,0.00 ,6621.00 ,16180.00 ,,,2144322.00 ,
07/30/16,2105417.00 ,8172.00 ,13273.00 ,,,,,,,,0.00 ,6583.00 ,16092.00 ,,,2149537.00 ,
